"GEO_ID","NAME","NAICS2017","NAICS2017_LABEL","YEAR","RCPTOT","RCPTOT_S","PAYANN","PAYANN_S","EMP","EMP_S","EMPQ1PW","EMPQ1PW_S","HOURS","HOURS_S","PAYANPW","PAYANPW_S","CSTMTOT","CSTMTOT_S","VALADD","VALADD_S","INVTOTB","INVTOTB_S","INVFINB","INVFINB_S","INVWIPB","INVWIPB_S","INVMATB","INVMATB_S","INVTOTE","INVTOTE_S","INVFINE","INVFINE_S","INVWIPE","INVWIPE_S","INVMATE","INVMATE_S","RCPTOT_IMP","PAYANN_IMP","EMP_IMP",
"Geographic identifier code","Geographic Area Name","2017 NAICS code","Meaning of NAICS code","Year","Sales, value of shipments, or revenue ($1,000)","Relative standard error for estimate of sales, value of shipments, or revenue (%)","Annual payroll ($1,000)","Relative standard error for estimate of annual payroll (%)","Number of employees","Relative standard error for estimate of number of employees (%)","Production workers for pay period including March 12","Relative standard error for estimate of production workers for pay period including March 12 (%)","Production workers annual hours (1,000)","Relative standard error for estimate of production workers annual hours (%)","Production workers annual wages ($1,000)","Relative standard error for estimate of production workers annual wages (%)","Total cost of materials ($1,000)","Relative standard error for estimate of total cost of materials  (%)","Value added ($1,000)","Relative standard error for estimate of value added (%)","Total inventories, beginning of year ($1,000)","Relative standard error for estimate of total inventories, beginning of year (%)","Finished goods inventories, beginning of year ($1,000)","Relative standard error for estimate of finished goods inventories, beginning of year (%)","Work-in-process inventories, beginning of year ($1,000)","Relative standard error for estimate of work-in-process inventories, beginning of year (%)","Materials and supplies inventories, beginning of year ($1,000)","Relative standard error for estimate of materials and supplies inventories, beginning of year (%)","Total inventories, end of year ($1,000)","Relative standard error for estimate of total inventories, end of year (%)","Finished goods inventories, end of year ($1,000)","Relative standard error for estimate of finished goods inventories, end of year (%)","Work-in-process inventories, end of year ($1,000)","Relative standard error for estimate of work-in-process inventories, end of year (%)","Materials and supplies inventories, end of year ($1,000)","Relative standard error for estimate of materials and supplies inventories, end of year  (%)","Range indicating imputed percent of total sales, value of shipments, or revenue","Range indicating imputed percent of total annual payroll","Range indicating imputed percent of total employees",
"0100000US","United States","331513","Steel foundries (except investment)","2020","2787495","1.8","578064","2.7","10956","4.8","8315","3.1","14505","5.9","374091","2.8","1217838","2.4","1518920","2.4","604112","1.6","254887","1.8","174573","4.7","174652","2.2","547187","1.4","210195","1.2","168528","4.0","168464","1.6","30% to less than 40%","10% to less than 20%","20% to less than 30%",
"0100000US","United States","331513","Steel foundries (except investment)","2021","2905341","2.4","559184","3.8","9485","6.3","7212","4.8","14278","6.9","373684","3.4","1269429","3.7","1720737","2.7","521744","1.4","205896","2.0","151994","4.2","163854","1.9","640018","2.0","233562","1.5","209153","4.1","197303","2.3","30% to less than 40%","10% to less than 20%","20% to less than 30%",
"0100000US","United States","33152","Nonferrous metal foundries","2018","13452102","0.7","2818548","1.1","56299","1.0","45270","1.0","86437","1.1","2007044","1.3","5843515","0.8","7670287","0.8","1392154","1.0","414864","1.6","490745","1.3","486545","1.5","1497464","1.0","446099","1.4","521210","1.1","530155","1.7","30% to less than 40%","10% to less than 20%","30% to less than 40%",
"0100000US","United States","33152","Nonferrous metal foundries","2019","12747343","0.9","2876144","1.2","55513","1.3","45097","1.5","83496","1.4","2037665","1.4","5624931","1.1","7187718","1.1","1506501","1.2","443419","1.7","540364","1.7","522718","1.8","1643575","1.1","476264","1.8","572825","1.6","594486","1.5","40% to less than 50%","20% to less than 30%","40% to less than 50%",
"0100000US","United States","33152","Nonferrous metal foundries","2020","10322824","1.2","2548866","1.3","50826","1.4","40091","1.7","71704","1.4","1773265","1.6","4383150","1.5","5779883","1.4","1631840","1.1","468388","1.9","573586","1.5","589866","1.7","1460458","1.4","406307","2.3","475876","2.4","578275","1.8","30% to less than 40%","20% to less than 30%","40% to less than 50%",
"0100000US","United States","33152","Nonferrous metal foundries","2021","11537819","1.2","2711920","1.3","47519","1.6","37845","1.9","74380","1.5","1907699","1.6","5233745","1.4","6435859","1.5","1470940","1.4","412241","2.3","476836","2.0","581863","1.9","1769563","1.4","458339","2.0","562523","2.1","748701","1.9","20% to less than 30%","10% to less than 20%","40% to less than 50%",
"0100000US","United States","331523","Nonferrous metal die-casting foundries","2018","7611327","1.1","1609035","1.7","32478","1.4","25957","1.6","49932","1.6","1181956","2.0","3308340","1.2","4346114","1.1","694626","1.5","199671","1.2","262810","1.9","232145","3.0","763501","1.6","228562","2.5","277046","1.6","257893","3.0","30% to less than 40%","10% to less than 20%","20% to less than 30%",
"0100000US","United States","331523","Nonferrous metal die-casting foundries","2019","7196858","1.2","1620937","1.8","31287","2.1","25476","2.4","47526","1.9","1175557","2.2","3226220","1.2","4055457","1.6","764219","1.4","224574","1.3","287428","2.1","252217","2.8","910099","1.1","264944","1.3","331877","2.0","313278","1.6","40% to less than 50%","10% to less than 20%","30% to less than 40%",
"0100000US","United States","331523","Nonferrous metal die-casting foundries","2020","5912414","1.7","1416406","2.2","28596","2.4","22790","2.8","41054","2.2","1008825","2.6","2627813","1.6","3192322","2.1","883225","1.5","253860","1.6","326697","2.2","302668","2.4","788726","1.3","217874","1.5","270404","2.8","300448","1.7","20% to less than 30%","10% to less than 20%","30% to less than 40%",
"0100000US","United States","331523","Nonferrous metal die-casting foundries","2021","6658995","1.5","1565156","2.0","27366","2.6","21949","2.9","43048","2.2","1130385","2.3","3200838","1.5","3565608","2.0","804918","1.5","218804","1.8","273677","2.9","312437","2.3","1019432","1.1","277886","1.2","322046","2.4","419500","1.3","20% to less than 30%","10% to less than 20%","30% to less than 40%",
"0100000US","United States","331524","Aluminum foundries (except die-casting)","2018","3120741","0.6","751790","0.8","15102","0.9","12316","1.1","21338","1.3","512796","0.9","1343352","0.7","1796724","0.8","292073","0.7","79135","0.9","85031","1.8","127907","0.6","321801","0.9","86698","0.8","96803","1.1","138300","1.2","60% to less than 70%","30% to less than 40%","50% to less than 60%",
"0100000US","United States","331524","Aluminum foundries (except die-casting)","2019","2634042","1.3","756805","1.4","15044","1.4","12380","1.6","20155","2.2","524252","1.7","1082671","1.7","1575823","1.4","295307","1.9","78638","6.5","88126","2.0","128543","1.0","331533","1.6","91973","5.7","99243","1.5","140317","1.2","70% to less than 80%","30% to less than 40%","60% to less than 70%",
"0100000US","United States","331524","Aluminum foundries (except die-casting)","2020","2189521","1.9","675841","1.2","13434","1.2","10694","1.4","17998","2.0","463817","1.3","748799","3.2","1430708","1.9","321625","2.0","87800","6.7","95119","2.5","138706","1.4","301123","1.8","85103","6.2","87802","1.5","128218","1.4","40% to less than 50%","30% to less than 40%","60% to less than 70%",
"0100000US","United States","331524","Aluminum foundries (except die-casting)","2021","2533467","1.8","713317","1.5","12267","1.9","9882","2.2","18642","2.1","478988","1.8","931710","3.1","1635492","2.1","271377","2.4","78000","7.8","74109","3.2","119268","1.6","316127","1.9","74902","6.9","110942","2.4","130283","2.2","40% to less than 50%","30% to less than 40%","60% to less than 70%",
"0100000US","United States","331529","Other nonferrous metal foundries (except die-casting)","2018","2720034","1.8","457723","3.0","8719","2.7","6997","2.9","15167","2.6","312292","3.0","1191823","2.2","1527449","2.0","405455","2.1","136058","4.4","142904","2.6","126493","1.6","412162","1.7","130839","2.1","147361","2.3","133962","3.1","30% to less than 40%","20% to less than 30%","30% to less than 40%",
"0100000US","United States","331529","Other nonferrous metal foundries (except die-casting)","2019","2916443","2.1","498402","3.3","9182","3.0","7241","3.2","15815","3.8","337856","3.2","1316040","3.2","1556438","2.2","446975","3.1","140207","3.6","164810","4.0","141958","4.2","401943","3.4","119347","4.6","141705","4.4","140891","5.1","40% to less than 50%","20% to less than 30%","40% to less than 50%",
"0100000US","United States","331529","Other nonferrous metal foundries (except die-casting)","2020","2220889","2.4","456619","2.0","8796","1.8","6607","2.3","12652","2.3","300623","2.1","1006538","4.2","1156853","2.8","426990","2.5","126728","4.1","151770","2.4","148492","4.2","370609","4.5","103330","6.2","117670","7.6","149609","5.6","30% to less than 40%","30% to less than 40%","40% to less than 50%",
"0100000US","United States","331529","Other nonferrous metal foundries (except die-casting)","2021","2345357","3.3","433447","3.1","7886","2.9","6014","3.1","12690","3.0","298326","2.8","1101197","4.0","1234759","3.9","394645","3.6","115437","5.6","129050","3.8","150158","5.3","434004","4.4","105551","5.9","129535","6.9","198918","5.8","10% to less than 20%","Less than 10%","30% to less than 40%",
"0100000US","United States","332","Fabricated metal product manufacturing","2018","376035309","0.2","77889460","0.1","1412344","0.1","1066620","0.2","2061344","0.2","50717228","0.2","172116756","0.2","206458191","0.2","49392752","0.2","18191512","0.4","12651486","0.3","18549754","0.4","54362348","0.2","19534243","0.4","13848393","0.3","20979712","0.3","40% to less than 50%","10% to less than 20%","40% to less than 50%",
"0100000US","United States","332","Fabricated metal product manufacturing","2019","382678283","0.2","79486089","0.2","1424130","0.3","1078520","0.3","2083710","0.3","51710801","0.3","172362337","0.2","211061471","0.3","53534537","0.3","19401275","0.5","13584550","0.6","20548712","0.4","54346882","0.4","19884389","0.6","13846961","0.7","20615532","0.5","40% to less than 50%","10% to less than 20%","40% to less than 50%",
"0100000US","United States","332","Fabricated metal product manufacturing","2020","356656441","0.3","77421052","0.3","1404201","0.3","1053897","0.4","1936448","0.4","49336369","0.3","160914669","0.3","194385071","0.3","53813215","0.4","19856938","0.7","13467448","0.8","20488829","0.5","51980252","0.4","19117660","0.8","12850025","0.8","20012567","0.5","20% to less than 30%","10% to less than 20%","40% to less than 50%",
"0100000US","United States","332","Fabricated metal product manufacturing","2021","408914884","0.3","81744701","0.3","1382920","0.4","1032844","0.4","1987376","0.4","52360058","0.3","189248388","0.3","226415573","0.3","51708042","0.5","18965801","0.8","12659888","0.9","20082353","0.6","64787416","0.4","23208697","0.7","15166069","0.8","26412650","0.5","20% to less than 30%","10% to less than 20%","30% to less than 40%",
"0100000US","United States","3321","Forging and stamping","2018","33546685","0.3","5800724","0.4","103919","0.4","79277","0.4","151532","0.4","3828598","0.4","18417947","0.3","15389641","0.3","5102162","0.5","1531007","0.7","1729280","0.6","1841875","0.9","5705715","0.3","1618225","0.6","1902965","0.6","2184525","0.5","30% to less than 40%","10% to less than 20%","30% to less than 40%",
"0100000US","United States","3321","Forging and stamping","2019","32702817","0.4","5743532","0.5","103477","0.6","79001","0.8","151179","0.9","3804308","0.6","17568469","0.4","15153981","0.7","5751613","0.8","1635859","1.1","1925496","0.7","2190258","1.1","5618275","0.8","1636875","1.1","1944113","0.7","2037287","0.9","30% to less than 40%","20% to less than 30%","40% to less than 50%",
"0100000US","United States","3321","Forging and stamping","2020","26848010","0.7","5186227","0.7","96667","0.8","73083","0.9","130298","1.1","3356754","0.9","14152991","0.7","12322354","1.0","5463366","1.0","1603529","1.0","1884182","1.2","1975655","1.2","4948024","1.0","1475605","1.1","1639441","1.5","1832978","1.2","20% to less than 30%","10% to less than 20%","30% to less than 40%",
"0100000US","United States","3321","Forging and stamping","2021","31593425","0.7","5341266","0.8","91014","0.9","68334","1.1","131996","1.1","3467972","0.9","16982545","0.7","15113409","1.1","4959416","1.1","1494166","1.1","1611542","1.5","1853708","1.2","5969564","1.1","1911993","1.1","1696244","1.8","2361327","1.2","20% to less than 30%","10% to less than 20%","30% to less than 40%",
"0100000US","United States","33211","Forging and stamping","2018","33546685","0.3","5800724","0.4","103919","0.4","79277","0.4","151532","0.4","3828598","0.4","18417947","0.3","15389641","0.3","5102162","0.5","1531007","0.7","1729280","0.6","1841875","0.9","5705715","0.3","1618225","0.6","1902965","0.6","2184525","0.5","30% to less than 40%","10% to less than 20%","30% to less than 40%",
"0100000US","United States","33211","Forging and stamping","2019","32702817","0.4","5743532","0.5","103477","0.6","79001","0.8","151179","0.9","3804308","0.6","17568469","0.4","15153981","0.7","5751613","0.8","1635859","1.1","1925496","0.7","2190258","1.1","5618275","0.8","1636875","1.1","1944113","0.7","2037287","0.9","30% to less than 40%","20% to less than 30%","40% to less than 50%",
"0100000US","United States","33211","Forging and stamping","2020","26848010","0.7","5186227","0.7","96667","0.8","73083","0.9","130298","1.1","3356754","0.9","14152991","0.7","12322354","1.0","5463366","1.0","1603529","1.0","1884182","1.2","1975655","1.2","4948024","1.0","1475605","1.1","1639441","1.5","1832978","1.2","20% to less than 30%","10% to less than 20%","30% to less than 40%",
"0100000US","United States","33211","Forging and stamping","2021","31593425","0.7","5341266","0.8","91014","0.9","68334","1.1","131996","1.1","3467972","0.9","16982545","0.7","15113409","1.1","4959416","1.1","1494166","1.1","1611542","1.5","1853708","1.2","5969564","1.1","1911993","1.1","1696244","1.8","2361327","1.2","20% to less than 30%","10% to less than 20%","30% to less than 40%",
"0100000US","United States","332111","Iron and steel forging","2018","9205041","0.4","1291835","0.3","21281","1.0","15787","1.2","31862","0.5","869718","0.4","5590872","0.4","3674667","0.3","1802764","0.9","390437","0.5","828035","0.8","584292","1.4","1976783","0.2","406229","0.2","872741","0.3","697813","0.4","30% to less than 40%","20% to less than 30%","30% to less than 40%",
"0100000US","United States","332111","Iron and steel forging","2019","8815793","0.6","1312390","0.7","21272","0.7","16095","0.8","31742","0.8","875912","0.8","5299116","0.6","3646125","0.8","2011465","1.0","403684","1.2","879608","0.7","728173","2.1","2107011","0.4","455178","0.8","957562","0.6","694271","0.7","30% to less than 40%","20% to less than 30%","40% to less than 50%",
"0100000US","United States","332111","Iron and steel forging","2020","6650556","1.5","1127306","1.6","19618","1.7","14603","1.9","23991","2.1","709005","1.8","3785255","1.5","2619497","2.4","2048551","2.1","424754","2.1","933507","2.0","690290","2.4","1723784","2.5","381488","2.1","730969","2.6","611327","3.1","20% to less than 30%","10% to less than 20%","30% to less than 40%",
"0100000US","United States","332111","Iron and steel forging","2021","6918310","1.7","1083888","1.9","17620","2.0","12848","2.3","23891","2.4","691166","2.2","4097551","1.6","2758412","2.6","1698165","2.6","381635","2.2","707013","2.7","609517","3.0","1683630","2.6","362260","2.5","664041","2.9","657329","2.9","30% to less than 40%","20% to less than 30%","40% to less than 50%",
"0100000US","United States","332112","Nonferrous forging","2018","2526583","1.5","393332","2.1","6118","1.3","4429","1.5","9318","2.7","253899","2.2","1543088","1.3","1031213","1.2","544696","3.6","124269","6.8","275554","0.5","144873","8.4","617200","1.5","93296","7.5","354245","2.6","169659","4.2","20% to less than 30%","Less than 10%","30% to less than 40%",
"0100000US","United States","332112","Nonferrous forging","2019","2520864","0.7","389330","0.2","5780","0.1","3986","0.5","8350","0.6","223844","0.3","1663135","0.6","824608","0.9","559371","0.3","85406","1.5","330320","0.3","143645","0.9","540663","0.4","89696","0.5","292909","0.2","158058","0.9","40% to less than 50%","30% to less than 40%","30% to less than 40%",
"0100000US","United States","332112","Nonferrous forging","2020","1939113","1.1","360092","0.1","5834","0.1","4003","0.4","7027","0.9","195973","0.4","1193539","0.9","715666","1.9","530354","0.7","87551","3.2","286548","0.2","156255","0.7","485564","0.7","92969","2.5","251222","0.7","141373","0.9","10% to less than 20%","10% to less than 20%","10% to less than 20%",
"0100000US","United States","332112","Nonferrous forging","2021","2090060","1.4","353327","0.4","5042","0.7","3446","0.9","6759","1.2","190366","0.8","1234508","1.3","963510","1.5","479244","0.9","89521","2.9","247288","0.3","142435","0.9","585172","1.2","208344","1.2","236423","0.9","140405","3.2","20% to less than 30%","10% to less than 20%","20% to less than 30%",
"0100000US","United States","332114","Custom roll forming","2018","7551443","0.8","999019","1.4","17612","1.4","12842","1.6","23824","1.4","626055","1.5","4534253","0.8","3071437","0.8","992023","0.7","359408","1.4","169841","1.3","462774","0.9","1173474","0.7","400322","1.3","183174","0.9","589978","0.9","40% to less than 50%","20% to less than 30%","40% to less than 50%",
"0100000US","United States","332114","Custom roll forming","2019","7432119","0.6","978919","0.6","17317","0.8","12554","0.8","24409","0.9","625975","0.9","4226264","0.7","3161404","1.1","1247382","1.2","426321","2.2","225151","2.2","595910","1.1","1103168","1.0","395083","1.3","211938","1.9","496147","1.4","30% to less than 40%","30% to less than 40%","50% to less than 60%",
"0100000US","United States","332114","Custom roll forming","2020","6061990","0.9","863380","1.2","15581","1.1","11306","1.2","20918","1.3","560567","1.3","3502240","1.0","2511953","1.5","1041613","1.1","381886","1.4","203163","2.2","456564","1.8","942826","1.5","351580","2.2","185672","2.6","405574","1.9","20% to less than 30%","10% to less than 20%","30% to less than 40%",
"0100000US","United States","332114","Custom roll forming","2021","8174242","0.9","923617","1.3","15114","1.4","10747","1.8","21456","1.5","593788","1.7","4750114","1.0","3579578","1.4","1019715","1.9","372456","2.1","201455","2.6","445804","2.4","1315383","1.8","528071","2.0","201290","2.6","586022","2.4","20% to less than 30%","20% to less than 30%","40% to less than 50%",
"0100000US","United States","332117","Powder metallurgy part manufacturing","2018","2464628","1.3","525909","1.4","10335","1.4","8095","1.5","15389","1.8","340650","1.6","1082021","1.3","1384458","1.4","303893","1.2","84958","1.7","132438","4.1","86497","8.8","316429","1.2","87490","1.9","131757","1.5","97182","1.4","40% to less than 50%","40% to less than 50%","50% to less than 60%",
"0100000US","United States","332117","Powder metallurgy part manufacturing","2019","2391531","1.1","511772","1.2","10429","2.2","8133","1.9","15576","1.7","345152","1.4","1009404","1.4","1380789","1.3","339615","3.2","92085","4.8","146643","2.3","100887","3.7","326873","3.8","90315","4.6","147075","3.5","89483","4.6","40% to less than 50%","40% to less than 50%","40% to less than 50%",
"0100000US","United States","332117","Powder metallurgy part manufacturing","2020","2043277","2.3","448347","1.9","9559","2.8","7466","3.2","13498","3.0","308960","2.2","840776","2.3","1181818","2.4","327755","2.7","93893","2.2","141317","3.5","92545","2.5","309061","2.1","82664","1.8","131863","3.4","94534","1.7","30% to less than 40%","30% to less than 40%","40% to less than 50%",
"0100000US","United States","332117","Powder metallurgy part manufacturing","2021","2182291","2.2","479563","2.1","9175","2.9","7154","2.7","14237","2.6","332236","2.1","964321","2.4","1247654","2.4","299442","2.8","82716","2.4","125345","4.0","91381","2.8","350636","3.8","93104","2.8","144641","4.9","112891","4.2","20% to less than 30%","10% to less than 20%","30% to less than 40%",
"0100000US","United States","332119","Metal crown, closure, and other metal stamping (except automotive)","2018","11798990","0.4","2590629","0.4","48573","0.4","38124","0.4","71139","0.6","1738276","0.5","5667713","0.4","6227866","0.5","1458786","0.5","571935","0.5","323412","1.9","563439","0.7","1621829","0.5","630888","0.5","361048","1.7","629893","0.6","30% to less than 40%","10% to less than 20%","30% to less than 40%",
"0100000US","United States","332119","Metal crown, closure, and other metal stamping (except automotive)","2019","11542510","1.0","2551121","1.0","48679","1.2","38233","1.4","71102","1.7","1733425","1.3","5370550","1.0","6141055","1.5","1593780","2.5","628363","2.3","343774","2.9","621643","2.8","1540560","2.6","606603","2.6","334629","3.3","599328","2.8","30% to less than 40%","10% to less than 20%","30% to less than 40%",
"0100000US","United States","332119","Metal crown, closure, and other metal stamping (except automotive)","2020","10153074","1.2","2387102","1.2","46075","1.3","35705","1.6","64864","1.8","1582249","1.5","4831181","1.3","5293420","1.7","1515093","1.7","615445","2.0","319647","2.7","580001","2.3","1486789","1.6","566904","2.2","339715","3.9","580170","1.1","10% to less than 20%","10% to less than 20%","30% to less than 40%",
"0100000US","United States","332119","Metal crown, closure, and other metal stamping (except automotive)","2021","12228522","1.4","2500871","1.3","44063","1.5","34139","1.9","65653","1.9","1660416","1.5","5936051","1.4","6564255","1.9","1462850","1.6","567838","2.1","330441","4.1","564571","1.3","2034743","1.8","720214","2.0","449849","4.8","864680","1.7","10% to less than 20%","Less than 10%","20% to less than 30%",
"0100000US","United States","3322","Cutlery and handtool manufacturing","2018","10016739","0.2","1827996","0.3","34460","0.3","25208","0.3","48094","0.6","1128415","0.4","3759724","0.5","6305086","0.3","1448091","0.4","695061","0.5","259580","1.7","493450","0.3","1538469","0.4","706596","0.6","296116","1.0","535757","0.6","60% to less than 70%","30% to less than 40%","50% to less than 60%",
"0100000US","United States","3322","Cutlery and handtool manufacturing","2019","10005041","0.6","1831855","0.8","34209","0.9","24911","1.2","47587","1.2","1131509","1.1","3718990","0.9","6379339","0.9","1511589","0.6","698891","0.9","284167","1.7","528531","1.4","1590462","1.3","787735","2.4","288611","1.5","514116","1.7","50% to less than 60%","20% to less than 30%","40% to less than 50%",
"0100000US","United States","3322","Cutlery and handtool manufacturing","2020","9029329","1.0","1705180","0.8","31632","0.9","23277","1.1","43266","1.2","1057076","1.0","3509496","1.1","5584648","1.5","1505049","0.9","746522","1.8","264851","2.2","493676","1.3","1586280","1.8","781305","3.2","294883","1.9","510092","1.6","30% to less than 40%","20% to less than 30%","40% to less than 50%",
"0100000US","United States","3322","Cutlery and handtool manufacturing","2021","10509518","1.2","1890592","0.9","32342","1.2","23722","1.3","46834","1.4","1163319","1.1","4130315","1.1","6580142","1.7","1567600","1.1","760753","2.2","298520","2.2","508327","1.6","1825333","2.2","892382","3.5","367830","1.6","565121","2.1","40% to less than 50%","20% to less than 30%","40% to less than 50%",
"0100000US","United States","33221","Cutlery and handtool manufacturing","2018","10016739","0.2","1827996","0.3","34460","0.3","25208","0.3","48094","0.6","1128415","0.4","3759724","0.5","6305086","0.3","1448091","0.4","695061","0.5","259580","1.7","493450","0.3","1538469","0.4","706596","0.6","296116","1.0","535757","0.6","60% to less than 70%","30% to less than 40%","50% to less than 60%",
"0100000US","United States","33221","Cutlery and handtool manufacturing","2019","10005041","0.6","1831855","0.8","34209","0.9","24911","1.2","47587","1.2","1131509","1.1","3718990","0.9","6379339","0.9","1511589","0.6","698891","0.9","284167","1.7","528531","1.4","1590462","1.3","787735","2.4","288611","1.5","514116","1.7","50% to less than 60%","20% to less than 30%","40% to less than 50%",
"0100000US","United States","33221","Cutlery and handtool manufacturing","2020","9029329","1.0","1705180","0.8","31632","0.9","23277","1.1","43266","1.2","1057076","1.0","3509496","1.1","5584648","1.5","1505049","0.9","746522","1.8","264851","2.2","493676","1.3","1586280","1.8","781305","3.2","294883","1.9","510092","1.6","30% to less than 40%","20% to less than 30%","40% to less than 50%",
"0100000US","United States","33221","Cutlery and handtool manufacturing","2021","10509518","1.2","1890592","0.9","32342","1.2","23722","1.3","46834","1.4","1163319","1.1","4130315","1.1","6580142","1.7","1567600","1.1","760753","2.2","298520","2.2","508327","1.6","1825333","2.2","892382","3.5","367830","1.6","565121","2.1","40% to less than 50%","20% to less than 30%","40% to less than 50%",
"0100000US","United States","332215","Metal kitchen cookware, utensil, cutlery, and flatware (except precious) manufacturing","2018","3329462","0.2","378788","0.2","6847","0.4","5004","0.3","9331","0.6","241295","0.5","1071671","0.3","2252622","0.2","344151","0.1","180424","0.1","47047","0.2","116680","0.1","345475","0.4","173461","0.4","48841","0.7","123173","0.2","80% to less than 90%","30% to less than 40%","50% to less than 60%",
"0100000US","United States","332215","Metal kitchen cookware, utensil, cutlery, and flatware (except precious) manufacturing","2019","3158764","0.3","373241","0.4","6686","0.4","4870","0.4","9386","0.4","230560","0.3","1009536","1.2","2153251","0.4","331293","1.0","170982","0.7","46382","4.2","113929","0.2","326073","0.3","175217","0.3","46170","0.5","104686","0.3","70% to less than 80%","20% to less than 30%","40% to less than 50%",
"0100000US","United States","332215","Metal kitchen cookware, utensil, cutlery, and flatware (except precious) manufacturing","2020","2833917","0.4","352387","0.7","6209","0.9","4454","1.0","8511","1.3","218654","0.7","1035668","1.2","1833885","0.5","317852","1.0","168253","1.4","42424","8.5","107175","3.2","366021","0.9","177843","0.9","68470","2.8","119708","3.0","60% to less than 70%","20% to less than 30%","50% to less than 60%",
"0100000US","United States","332215","Metal kitchen cookware, utensil, cutlery, and flatware (except precious) manufacturing","2021","3231391","0.4","411766","0.6","6650","1.1","4910","1.3","10035","1.3","263798","0.6","1190993","1.0","2080172","0.6","361893","0.9","175290","1.3","70487","5.3","116116","3.0","410995","1.0","197320","0.8","88231","2.1","125444","3.5","50% to less than 60%","10% to less than 20%","50% to less than 60%",
"0100000US","United States","332216","Saw blade and handtool manufacturing","2018","6687277","0.3","1449208","0.4","27613","0.3","20204","0.4","38763","0.7","887120","0.5","2688053","0.7","4052464","0.4","1103940","0.5","514637","0.7","212533","2.0","376770","0.4","1192994","0.5","533135","0.8","247275","1.1","412584","0.8","50% to less than 60%","30% to less than 40%","40% to less than 50%",
"0100000US","United States","332216","Saw blade and handtool manufacturing","2019","6846277","0.9","1458614","1.0","27523","1.1","20041","1.4","38201","1.5","900949","1.4","2709454","1.1","4226088","1.3","1180296","0.7","527909","1.1","237785","1.8","414602","1.8","1264389","1.7","612518","3.1","242441","1.8","409430","2.1","40% to less than 50%","20% to less than 30%","40% to less than 50%",
"0100000US","United States","332216","Saw blade and handtool manufacturing","2020","6195412","1.4","1352793","1.0","25423","1.1","18823","1.4","34755","1.4","838422","1.3","2473828","1.4","3750763","2.2","1187197","1.2","578269","2.3","222427","2.1","386501","1.4","1220259","2.3","603462","4.1","226413","2.3","390384","1.8","20% to less than 30%","20% to less than 30%","40% to less than 50%",
"0100000US","United States","332216","Saw blade and handtool manufacturing","2021","7278127","1.7","1478826","1.2","25692","1.4","18812","1.6","36799","1.8","899521","1.4","2939322","1.5","4499970","2.5","1205707","1.5","585463","2.8","228033","2.4","392211","1.9","1414338","2.8","695062","4.4","279599","2.0","439677","2.6","30% to less than 40%","20% to less than 30%","40% to less than 50%",
"0100000US","United States","3323","Architectural and structural metals manufacturing","2018","99741624","0.6","19834902","0.3","369866","0.3","269992","0.3","526074","0.4","12351388","0.3","49725014","0.7","50818556","0.5","10449525","0.5","3114186","1.5","2167193","0.8","5168146","0.5","11997681","0.4","3586290","0.9","2497035","0.7","5914356","0.5","40% to less than 50%","10% to less than 20%","40% to less than 50%",
"0100000US","United States","3323","Architectural and structural metals manufacturing","2019","105207255","0.5","20859152","0.4","379110","0.5","277167","0.5","542676","0.5","12946758","0.5","50022335","0.5","55181221","0.7","11845179","0.6","3620242","1.2","2440651","1.2","5784286","0.6","11673542","0.7","3623838","1.7","2433356","1.1","5616348","0.7","40% to less than 50%","10% to less than 20%","40% to less than 50%",
"0100000US","United States","3323","Architectural and structural metals manufacturing","2020","103406944","0.5","21434323","0.5","388901","0.5","283949","0.6","539436","0.5","13090570","0.5","49124309","0.6","54380848","0.7","11871210","0.9","3773144","2.2","2399582","1.3","5698484","0.8","12076286","1.0","3850164","2.4","2420775","1.7","5805347","0.9","20% to less than 30%","10% to less than 20%","40% to less than 50%",
"0100000US","United States","3323","Architectural and structural metals manufacturing","2021","124096539","0.6","23173836","0.5","397744","0.6","291250","0.6","561557","0.6","14338546","0.6","61871088","0.7","64744972","0.6","12252712","1.0","3886369","2.4","2430701","1.7","5935642","0.9","17800319","0.8","5610525","1.6","3226066","1.5","8963728","0.8","20% to less than 30%","10% to less than 20%","40% to less than 50%",
"0100000US","United States","33231","Plate work and fabricated structural product manufacturing","2018","52859488","0.3","9556499","0.3","171061","0.3","124458","0.3","243920","0.4","6096090","0.4","27575169","0.3","25849211","0.4","5293938","0.4","1594397","0.9","1248729","0.8","2450812","0.6","6191142","0.4","1911441","0.8","1496577","0.7","2783124","0.7","40% to less than 50%","10% to less than 20%","30% to less than 40%",
"0100000US","United States","33231","Plate work and fabricated structural product manufacturing","2019","55319364","0.8","9886534","0.6","172808","0.8","126684","0.9","251226","0.8","6305060","0.7","27342895","0.8","27868357","1.3","5951704","0.7","1815206","1.4","1424052","1.4","2712446","0.9","5691215","1.0","1729781","2.6","1401365","1.3","2560069","1.0","40% to less than 50%","10% to less than 20%","30% to less than 40%",
"0100000US","United States","33231","Plate work and fabricated structural product manufacturing","2020","52755991","0.9","10094154","0.8","175510","0.8","128490","0.9","248149","0.9","6291928","0.8","26212488","1.0","26590594","1.2","5781627","1.1","1789841","2.6","1376500","1.8","2615286","1.1","5932759","1.2","1799299","2.5","1414133","2.6","2719327","1.1","20% to less than 30%","10% to less than 20%","40% to less than 50%",
